"County Code","District Code","School Code","Filler","Test Year","Subgroup ID","Test Type","Total CAASPP Enrollment","Total Tested At Entity Level","Total Tested at Subgroup Level","Grade","Test Id","CAASPP Reported Enrollment","Students Tested","Mean Scale Score","Percentage Standard Exceeded","Percentage Standard Met","Percentage Standard Met and Above","Percentage Standard Nearly Met","Percentage Standard Not Met","Students with Scores","Area 1 Percentage Above Standard","Area 1 Percentage At or Near Standard","Area 1 Percentage Below Standard","Area 2 Percentage Above Standard","Area 2 Percentage At or Near Standard","Area 2 Percentage Below Standard","Area 3 Percentage Above Standard","Area 3 Percentage At or Near Standard","Area 3 Percentage Below Standard","Area 4 Percentage Above Standard","Area 4 Percentage At or Near Standard","Area 4 Percentage Below Standard"
"01","61143","6097729",,2015,200,"B",199,188,25,5,"1",58,7,"*","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,200,"B",199,188,25,5,"2",58,7,"*","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,200,"B",199,188,25,13,"2",199,24,"","0","17","17","38","46",24,"8","38","54","0","42","58","4","46","50","0","0","0"
"01","61143","6097729",,2015,200,"B",199,188,25,13,"1",199,24,"","4","8","13","25","63",24,"0","33","67","8","33","58","8","42","50","4","42","54"
"01","61143","6097729",,2015,202,"B",199,188,12,3,"1",69,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,202,"B",199,188,12,3,"2",69,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,202,"B",199,188,12,4,"2",72,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,202,"B",199,188,12,4,"1",72,5,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,202,"B",199,188,12,5,"1",58,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,202,"B",199,188,12,5,"2",58,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,202,"B",199,188,12,13,"2",199,12,"","50","25","75","17","8",12,"67","17","17","50","42","8","58","25","17","0","0","0"
"01","61143","6097729",,2015,202,"B",199,188,12,13,"1",199,12,"","27","36","64","27","9",11,"36","36","27","30","60","10","18","73","9","27","64","9"
"01","61143","6097729",,2015,203,"B",199,188,2,4,"2",72,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,203,"B",199,188,2,4,"1",72,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,203,"B",199,188,2,13,"1",199,2,"","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,203,"B",199,188,2,13,"2",199,2,"","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,204,"B",199,188,11,3,"1",69,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,204,"B",199,188,11,3,"2",69,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,204,"B",199,188,11,4,"2",72,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,204,"B",199,188,11,4,"1",72,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,204,"B",199,188,11,5,"1",58,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,204,"B",199,188,11,5,"2",58,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,204,"B",199,188,11,13,"2",199,11,"","9","9","18","45","36",11,"9","45","45","9","36","55","9","45","45","0","0","0"
"01","61143","6097729",,2015,204,"B",199,188,11,13,"1",199,11,"","9","45","55","9","36",11,"9","55","36","18","45","36","9","64","27","18","45","36"
"01","61143","6097729",,2015,205,"B",199,188,1,3,"2",69,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,205,"B",199,188,1,3,"1",69,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,205,"B",199,188,1,13,"1",199,1,"","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,205,"B",199,188,1,13,"2",199,1,"","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,206,"B",199,188,11,3,"2",69,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,206,"B",199,188,11,3,"1",69,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,206,"B",199,188,11,4,"1",72,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,206,"B",199,188,11,4,"2",72,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,206,"B",199,188,11,5,"2",58,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,206,"B",199,188,11,5,"1",58,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,206,"B",199,188,11,13,"1",199,11,"","36","36","73","18","9",11,"27","55","18","55","36","9","18","73","9","45","45","9"
"01","61143","6097729",,2015,206,"B",199,188,11,13,"2",199,11,"","36","36","73","18","9",11,"45","36","18","36","36","27","45","45","9","0","0","0"
"01","61143","6097729",,2015,207,"B",199,188,11,3,"2",69,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,207,"B",199,188,11,3,"1",69,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,207,"B",199,188,11,4,"1",72,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,207,"B",199,188,11,4,"2",72,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,207,"B",199,188,11,5,"2",58,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,207,"B",199,188,11,5,"1",58,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,207,"B",199,188,11,13,"1",199,11,"","18","45","64","27","9",11,"27","55","18","27","55","18","27","64","9","9","73","18"
"01","61143","6097729",,2015,207,"B",199,188,11,13,"2",199,11,"","45","9","55","18","27",11,"45","18","36","27","45","27","45","36","18","0","0","0"
"01","61143","6097729",,2015,220,"B",199,188,3,4,"1",72,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,220,"B",199,188,3,4,"2",72,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,220,"B",199,188,3,5,"2",58,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,220,"B",199,188,3,5,"1",58,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,220,"B",199,188,3,13,"1",199,2,"","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,220,"B",199,188,3,13,"2",199,2,"","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,222,"B",199,188,7,3,"1",69,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,222,"B",199,188,7,3,"2",69,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,222,"B",199,188,7,4,"2",72,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,222,"B",199,188,7,4,"1",72,2,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,222,"B",199,188,7,5,"1",58,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,222,"B",199,188,7,5,"2",58,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,222,"B",199,188,7,13,"2",199,7,"","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,222,"B",199,188,7,13,"1",199,7,"","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,224,"B",199,188,21,3,"1",69,9,"*","*","*","*","*","*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,224,"B",199,188,21,3,"2",69,9,"*","*","*","*","*","*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,224,"B",199,188,21,4,"2",72,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,224,"B",199,188,21,4,"1",72,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,224,"B",199,188,21,5,"2",58,7,"*","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,224,"B",199,188,21,5,"1",58,7,"*","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,224,"B",199,188,21,13,"1",199,21,"","33","33","67","14","19",21,"33","43","24","29","52","19","24","67","10","29","52","19"
"01","61143","6097729",,2015,224,"B",199,188,21,13,"2",199,21,"","33","43","76","10","14",21,"48","33","19","33","57","10","52","33","14","0","0","0"
"01","61143","6097729",,2015,226,"B",199,188,66,3,"2",69,21,"2493.8","43","38","81","10","10",21,"52","38","10","57","33","10","62","33","5","0","0","0"
"01","61143","6097729",,2015,226,"B",199,188,66,3,"1",69,20,"2478.2","53","26","79","5","16",19,"47","42","11","37","53","11","42","47","11","58","21","21"
"01","61143","6097729",,2015,226,"B",199,188,66,4,"1",72,24,"2551.8","63","33","96","4","0",24,"50","50","0","71","29","0","54","42","4","33","67","0"
"01","61143","6097729",,2015,226,"B",199,188,66,4,"2",72,24,"2555.1","58","29","88","13","0",24,"58","42","0","67","29","4","67","29","4","0","0","0"
"01","61143","6097729",,2015,226,"B",199,188,66,5,"2",58,21,"2580.9","67","14","81","14","5",21,"67","19","14","48","48","5","57","33","10","0","0","0"
"01","61143","6097729",,2015,226,"B",199,188,66,5,"1",58,20,"2590.3","70","20","90","0","10",20,"55","35","10","70","20","10","50","45","5","60","40","0"
"01","61143","6097729",,2015,226,"B",199,188,66,13,"1",199,64,"","62","27","89","3","8",63,"51","43","6","60","33","6","49","44","6","49","44","6"
"01","61143","6097729",,2015,226,"B",199,188,66,13,"2",199,66,"","56","27","83","12","5",66,"59","33","8","58","36","6","62","32","6","0","0","0"
"01","61143","6097729",,2015,227,"B",199,188,17,3,"1",69,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,227,"B",199,188,17,3,"2",69,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,227,"B",199,188,17,4,"2",72,8,"*","*","*","*","*","*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,227,"B",199,188,17,4,"1",72,8,"*","*","*","*","*","*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,227,"B",199,188,17,5,"1",58,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,227,"B",199,188,17,5,"2",58,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2015,227,"B",199,188,17,13,"2",199,17,"","47","41","88","0","12",17,"71","18","12","35","59","6","53","41","6","0","0","0"
"01","61143","6097729",,2015,227,"B",199,188,17,13,"1",199,17,"","71","18","88","0","12",17,"59","29","12","71","24","6","53","35","12","59","41","0"
"01","61143","6105316",,2015,1,"B",139,135,135,3,"1",63,61,"2440.2","31","18","49","30","21",61,"30","43","28","26","46","28","23","64","13","31","49","20"
"01","61143","6105316",,2015,1,"B",139,135,135,3,"2",63,61,"2440.2","26","30","56","25","20",61,"34","36","30","34","38","28","31","54","15","0","0","0"
"01","61143","6105316",,2015,1,"B",139,135,135,4,"2",31,30,"2447.7","10","23","33","30","37",30,"20","30","50","10","50","40","17","43","40","0","0","0"
"01","61143","6105316",,2015,1,"B",139,135,135,4,"1",31,30,"2454.4","20","20","40","23","37",30,"23","50","27","23","47","30","3","83","13","17","57","27"
"01","61143","6105316",,2015,1,"B",139,135,135,5,"1",45,41,"2499.3","29","22","51","20","29",41,"27","39","34","32","37","32","24","46","29","27","59","15"
"01","61143","6105316",,2015,1,"B",139,135,135,5,"2",45,43,"2474.5","19","14","33","26","42",43,"26","23","51","21","33","47","19","53","28","0","0","0"
"01","61143","6105316",,2015,1,"B",139,135,135,13,"1",139,132,"","28","20","48","25","27",132,"27","43","30","27","43","30","19","63","18","27","54","20"
"01","61143","6105316",,2015,1,"B",139,135,135,13,"2",139,134,"","20","23","43","26","31",134,"28","31","41","25","39","37","24","51","25","0","0","0"
"01","61143","6105316",,2015,3,"B",139,135,70,3,"2",63,29,"2426.1","21","31","52","17","31",29,"34","31","34","31","34","34","17","62","21","0","0","0"
"01","61143","6105316",,2015,3,"B",139,135,70,3,"1",63,29,"2420.0","24","14","38","31","31",29,"21","38","41","21","41","38","14","72","14","31","38","31"
"01","61143","6105316",,2015,3,"B",139,135,70,4,"1",31,20,"2448.4","20","15","35","25","40",20,"25","35","40","25","45","30","5","85","10","10","55","35"
"01","61143","6105316",,2015,3,"B",139,135,70,4,"2",31,20,"2446.6","10","25","35","25","40",20,"25","25","50","5","60","35","15","45","40","0","0","0"
"01","61143","6105316",,2015,3,"B",139,135,70,5,"2",45,21,"2457.7","19","14","33","10","57",21,"29","5","67","19","24","57","19","48","33","0","0","0"
"01","61143","6105316",,2015,3,"B",139,135,70,5,"1",45,20,"2465.6","25","10","35","25","40",20,"20","25","55","15","55","30","20","45","35","10","65","25"
"01","61143","6105316",,2015,3,"B",139,135,70,13,"1",139,69,"","23","13","36","28","36",69,"22","33","45","20","46","33","13","68","19","19","51","30"
"01","61143","6105316",,2015,3,"B",139,135,70,13,"2",139,70,"","17","24","41","17","41",70,"30","21","49","20","39","41","17","53","30","0","0","0"
"01","61143","6105316",,2015,4,"B",139,135,65,3,"1",63,32,"2458.6","38","22","59","28","13",32,"38","47","16","31","50","19","31","56","13","31","59","9"
"01","61143","6105316",,2015,4,"B",139,135,65,3,"2",63,32,"2453.0","31","28","59","31","9",32,"34","41","25","38","41","22","44","47","9","0","0","0"
"01","61143","6105316",,2015,4,"B",139,135,65,4,"2",31,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6105316",,2015,4,"B",139,135,65,4,"1",31,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6105316",,2015,4,"B",139,135,65,5,"1",45,21,"2531.5","33","33","67","14","19",21,"33","52","14","48","19","33","29","48","24","43","52","5"
"01","61143","6105316",,2015,4,"B",139,135,65,5,"2",45,22,"2490.5","18","14","32","41","27",22,"23","41","36","23","41","36","18","59","23","0","0","0"
"01","61143","6105316",,2015,4,"B",139,135,65,13,"2",139,64,"","23","22","45","36","19",64,"27","41","33","30","39","31","31","50","19","0","0","0"
"01","61143","6105316",,2015,4,"B",139,135,65,13,"1",139,63,"","33","27","60","22","17",63,"33","54","13","35","40","25","25","57","17","35","57","8"
"01","61143","6105316",,2015,6,"B",139,135,115,3,"1",63,54,"2446.7","35","17","52","30","19",54,"33","41","26","30","44","26","26","63","11","35","44","20"
"01","61143","6105316",,2015,6,"B",139,135,115,3,"2",63,54,"2441.3","30","26","56","24","20",54,"37","33","30","37","33","30","33","50","17","0","0","0"
"01","61143","6105316",,2015,6,"B",139,135,115,4,"2",31,23,"2448.2","13","17","30","35","35",23,"22","26","52","9","48","43","17","43","39","0","0","0"
"01","61143","6105316",,2015,6,"B",139,135,115,4,"1",31,23,"2458.7","22","17","39","26","35",23,"30","48","22","22","52","26","4","83","13","17","57","26"
"01","61143","6105316",,2015,6,"B",139,135,115,5,"1",45,37,"2505.6","32","22","54","19","27",37,"30","38","32","35","38","27","27","49","24","27","59","14"
"01","61143","6105316",,2015,6,"B",139,135,115,5,"2",45,37,"2488.8","22","16","38","27","35",37,"30","24","46","24","38","38","22","51","27","0","0","0"
"01","61143","6105316",,2015,6,"B",139,135,115,13,"2",139,114,"","24","21","45","27","28",114,"32","29","39","27","38","35","26","49","25","0","0","0"
"01","61143","6105316",,2015,6,"B",139,135,115,13,"1",139,114,"","32","18","50","25","25",114,"32","41","27","30","44","26","22","62","16","29","52","19"
"01","61143","6105316",,2015,7,"B",139,135,3,3,"1",63,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6105316",,2015,7,"B",139,135,3,3,"2",63,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6105316",,2015,7,"B",139,135,3,4,"2",31,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6105316",,2015,7,"B",139,135,3,4,"1",31,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6105316",,2015,7,"B",139,135,3,5,"1",45,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6105316",,2015,7,"B",139,135,3,5,"2",45,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6105316",,2015,7,"B",139,135,3,13,"2",139,3,"","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6105316",,2015,7,"B",139,135,3,13,"1",139,3,"","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6105316",,2015,8,"B",139,135,5,3,"1",63,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6105316",,2015,8,"B",139,135,5,3,"2",63,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6105316",,2015,8,"B",139,135,5,4,"1",31,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6105316",,2015,8,"B",139,135,5,4,"2",31,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6105316",,2015,8,"B",139,135,5,5,"1",45,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6105316",,2015,8,"B",139,135,5,5,"2",45,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6105316",,2015,8,"B",139,135,5,13,"2",139,5,"","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6105316",,2015,8,"B",139,135,5,13,"1",139,5,"","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6105316",,2015,31,"B",139,135,74,3,"1",63,24,"2380.8","4","13","17","42","42",24,"13","42","46","4","42","54","4","67","29","8","54","38"
"01","61143","6105316",,2015,31,"B",139,135,74,3,"2",63,24,"2389.2","8","25","33","25","42",24,"8","42","50","21","29","50","8","71","21","0","0","0"
"01","61143","6105316",,2015,31,"B",139,135,74,4,"2",31,22,"2432.9","9","18","27","23","50",22,"18","23","59","14","36","50","14","32","55","0","0","0"
"01","61143","6105316",,2015,31,"B",139,135,74,4,"1",31,22,"2439.5","14","14","27","27","45",22,"9","55","36","18","45","36","5","77","18","14","55","32"
"01","61143","6105316",,2015,31,"B",139,135,74,5,"1",45,25,"2455.6","12","16","28","28","44",25,"12","36","52","20","32","48","12","44","44","12","64","24"
"01","61143","6105316",,2015,31,"B",139,135,74,5,"2",45,27,"2428.1","4","7","11","30","59",27,"7","19","74","7","33","59","4","56","41","0","0","0"
"01","61143","6105316",,2015,31,"B",139,135,74,13,"2",139,73,"","7","16","23","26","51",73,"11","27","62","14","33","53","8","53","38","0","0","0"
"01","61143","6105316",,2015,31,"B",139,135,74,13,"1",139,71,"","10","14","24","32","44",71,"11","44","45","14","39","46","7","62","31","11","58","31"
